id,timestamp,url,username,lang,text,views,likes,replies,retweets,quotes,sentiment_tag,type
1921835714926280752,Mon May 12 07:51:55 +0000 2025,https://x.com/ChurchesEngland/status/1921835714926280752,ChurchesEngland,en,"BOOK NOW for ""The gift of my neighbour"" 1 day conference - Sat 24 May, at Explore how Diaspora Communities with their rich traditions, lived experiences, and theological insights contribute to our understanding of faith",251,2,0,3,0,Neutral,neutral
1921689155114824134,Sun May 11 22:09:32 +0000 2025,https://x.com/maqqasmi/status/1921689155114824134,maqqasmi,en,"Let's explore the sociology of mass incarceration, its causes and consequences.",12,0,0,0,0,Neutral,neutral
1921279558898057724,Sat May 10 19:01:57 +0000 2025,https://x.com/regionsnews8/status/1921279558898057724,regionsnews8,en,Marc Lamont Hill delivers a masterclass in boundaries and dignity: We dont need to invite racial harm to prove racism exists.,60,0,0,0,0,Very Positive,polarized
1921081862585213013,Sat May 10 05:56:22 +0000 2025,https://x.com/trashbaggSouth/status/1921081862585213013,trashbaggSouth,en,"Racism is the sore that never heals. Its like a scab you keep peelingonly for it to come back raw and painful, over and over again.",12,0,0,0,0,Very Negative,polarized
1920935898973147586,Fri May 09 20:16:22 +0000 2025,https://x.com/pal158487/status/1920935898973147586,pal158487,en,"Newark, N.J. Mayor Ras Baraka arrested at ICE facility Read More:",62,0,0,0,0,Neutral,neutral
1920880736292237487,Fri May 09 16:37:10 +0000 2025,https://x.com/shunyataxglobal/status/1920880736292237487,shunyataxglobal,en,"Google settles a racial discrimination lawsuit for $50M, impacting 4,000+ employees. Is this enough for change?",11,0,0,0,0,Neutral,neutral
1920691750965797064,Fri May 09 04:06:12 +0000 2025,https://x.com/Tuntuntunxo/status/1920691750965797064,Tuntuntunxo,en,"White supremacy survives not because of loud racists, but because of quiet enablers. Neutrality in the face of injustice is a side.",11,1,0,0,0,Neutral,neutral
1920622834444865743,Thu May 08 23:32:21 +0000 2025,https://x.com/Botchedlobotom1/status/1920622834444865743,Botchedlobotom1,en,Everyone should be aware of this extremely racist podcast,59,3,1,1,0,Very Negative,polarized
1920587066477310411,Thu May 08 21:10:14 +0000 2025,https://x.com/planlifelaw/status/1920587066477310411,planlifelaw,en,"This Time of Remembrance for WWII, we must reflect on the profound irony faced by the Buffalo Soldiers of the 92nd Infantry.",3,1,0,0,0,Very Negative,polarized
1920328334963093896,Thu May 08 04:02:07 +0000 2025,https://x.com/SteadScopeMedia/status/1920328334963093896,SteadScopeMedia,en,A Black 4th grader was expelled after his parents reported he was called the N-word at a Portland Catholic school. The principal called the cops on themand now shes on leave. Outrage is growing. Thousands demand justice.,12,0,0,0,0,Very Negative,polarized
1920303584912015576,Thu May 08 02:23:46 +0000 2025,https://x.com/endthedisease/status/1920303584912015576,endthedisease,en,"In McCurtain County, OK, officials were caught on tape discussing lynching Black residents and murdering journalists. This isn't the 1960sit's 2023. Only one resigned. The rest? Still in power.",30,1,0,1,0,Neutral,neutral
1920235620347117998,Wed May 07 21:53:42 +0000 2025,https://x.com/CA_HealthEquity/status/1920235620347117998,CA_HealthEquity,en,This vision illustrates some of the reasons (i.e. ) pushed so hard (could not get over finish line) for CAs & (): funding community-led solutions that address at their source works!,18,0,0,0,0,Neutral,neutral
1920172308532015595,Wed May 07 17:42:08 +0000 2025,https://x.com/StacyBrownMedia/status/1920172308532015595,StacyBrownMedia,en,"Five Years after George Floyd, Racial Justice Hopes Fade -",113,0,0,1,0,Negative,neutral
1920133064723681398,Wed May 07 15:06:11 +0000 2025,https://x.com/KBryantPhD/status/1920133064723681398,KBryantPhD,en,Systemic racism isnt just a historical footnote. Its a present-day taxand Black folks are still paying with interest.,7,0,0,0,0,Neutral,neutral
1920103636455006288,Wed May 07 13:09:15 +0000 2025,https://x.com/eerdmansbooks/status/1920103636455006288,eerdmansbooks,en,"A compelling call to action, Kingdom Racial Change will engage the hearts and minds of Christians seeking racial righteousness and reconciliation. Preorder your copy today!",4,2,0,0,0,Very Positive,polarized
1919751864649711645,Tue May 06 13:51:26 +0000 2025,https://x.com/TideAndTruths/status/1919751864649711645,TideAndTruths,en,"Who gets hurt? Black & brown students Poorer districts Kids with invisible disabilities: dyslexia, ADHD, autism",9,0,1,0,0,Very Negative,polarized
1919130669604544830,Sun May 04 20:43:02 +0000 2025,https://x.com/NYGiants0308/status/1919130669604544830,NYGiants0308,en,These policies disproportionately target communities of color. Lets stop pretending race doesnt matter when it clearly does.,7,0,0,0,0,Very Negative,polarized
1918867786677575839,Sun May 04 03:18:25 +0000 2025,https://x.com/NamNguynTrung6/status/1918867786677575839,NamNguynTrung6,en,"Racial injustice remains pervasive in policing and the criminal justice system, disproportionately affecting communities of color. Reforming systemic racism within law enforcement is vital for justice and equality.",8,0,1,0,0,Neutral,neutral
1918716976538562922,Sat May 03 17:19:09 +0000 2025,https://x.com/johnomeekins/status/1918716976538562922,johnomeekins,en,She was only doing it because he is an oppressor and has white privilege. . .,36,1,0,0,0,Negative,neutral
1918705409164214641,Sat May 03 16:33:12 +0000 2025,https://x.com/NguyenAnSon5/status/1918705409164214641,NguyenAnSon5,en,"The ongoing struggle for racial justice continues around the world, with marginalized communities facing systemic discrimination and inequality. It's crucial for societies to prioritize equality, justice, and reform.",7,0,1,0,0,Neutral,neutral
1918537100971913279,Sat May 03 05:24:24 +0000 2025,https://x.com/OliviaCruz63136/status/1918537100971913279,OliviaCruz63136,en,"$346,000 raised for someone who used racial slurs against a 5-year-old. This isn't a win for free speech; it's a victory for hatred and ignorance. We must not let this moment pass without calling it what it is: a disturbing trend.",13,0,0,0,0,Very Negative,polarized
1918533311518892286,Sat May 03 05:09:20 +0000 2025,https://x.com/dwtalk/status/1918533311518892286,dwtalk,en,"Americas racist past touches everythingslavery, Indigenous genocide, immigration laws, housing, education, policing, and more. Its not just history. It shapes the present. Ignoring it means repeating it.",26,1,0,0,0,Neutral,neutral
1918415798093086743,Fri May 02 21:22:23 +0000 2025,https://x.com/Antoine_Lovell/status/1918415798093086743,Antoine_Lovell,en,"""Racism costs. Its not just morally bankruptits economically backward."" Marylands Governor says what too many still ignore: dismantling structural racism isnt charityits smart policy.",386,0,0,0,0,Very Negative,polarized
1918341428100645099,Fri May 02 16:26:52 +0000 2025,https://x.com/CA_HealthEquity/status/1918341428100645099,CA_HealthEquity,en,"2/At we support because they work. They reduce harmful consumption, raise funds for health programs, & help undo inequities. Sugary drinks target low-income communities & communities of color& thats no accident.",23,0,0,0,0,Very Positive,polarized
1918302296687165923,Fri May 02 13:51:22 +0000 2025,https://x.com/ywcasatx/status/1918302296687165923,ywcasatx,en,The Battle of San Jacinto lasted just 18 minutes but reshaped nationssecuring Texas independence in 1836. Yet not all heroes were honored equally.,20,0,0,0,0,Neutral,neutral
1918057272330084666,Thu May 01 21:37:44 +0000 2025,https://x.com/h1t4sh1/status/1918057272330084666,h1t4sh1,en,New products available in redbubble. Link in bio . . .,192,3,0,5,0,Neutral,neutral
1918034545900736591,Thu May 01 20:07:25 +0000 2025,https://x.com/illForeclosures/status/1918034545900736591,illForeclosures,en,Discussing racist policies and Detroit's housing crisis. Buy Plundered Here:,22,0,0,0,0,Very Negative,polarized
1917775461096001714,Thu May 01 02:57:55 +0000 2025,https://x.com/AnatoliUkraine/status/1917775461096001714,AnatoliUkraine,en,"Divided. [Black vs Latino]fighting over whos more oppressed while the system watches and wins. Why are we enemies, not allies?",6875,73,13,9,0,Neutral,neutral
1917650077776007586,Wed Apr 30 18:39:41 +0000 2025,https://x.com/rolandsmartin/status/1917650077776007586,rolandsmartin,en,Trump's Policies: Erasing Black Progress? A Critical Analysis,2278,6,1,4,0,Neutral,neutral
1917643622255567240,Wed Apr 30 18:14:02 +0000 2025,https://x.com/BAMEedBristol/status/1917643622255567240,BAMEedBristol,en,"Had the pleasure today, for the 2nd time, to deliver a 2hr lecture on the BA SEND and Inclusive Practice degree programme for focusing on intersectionality between SEND & racial justice specifically in SW.",82,2,0,1,0,Positive,neutral
1917564656048091270,Wed Apr 30 13:00:15 +0000 2025,https://x.com/MitchellAKline/status/1917564656048091270,MitchellAKline,en,Race discrimination is illegal and unjust. Mitchell A. Kline is committed to helping you seek justice. Contact us today.,1,0,0,0,0,Very Negative,polarized
1917564599714410910,Wed Apr 30 13:00:01 +0000 2025,https://x.com/VeriSigned/status/1917564599714410910,VeriSigned,en,HISTORIC photos of available from VeriSigned on eBay and Amazon .bas,12,1,0,0,0,Neutral,neutral
1917245875614519751,Tue Apr 29 15:53:32 +0000 2025,https://x.com/BlackSWNet/status/1917245875614519751,BlackSWNet,en,1 week left! How can human rights empower change? Join our workshop to explore practical ways to apply rights framing in advocacy and campaigning. Book here:,31,1,0,0,0,Neutral,neutral
1917244100761567403,Tue Apr 29 15:46:28 +0000 2025,https://x.com/ggrocerycoupon/status/1917244100761567403,ggrocerycoupon,en,5 major supermarkets are under fire for alleged racial profiling of shoppers. Have you ever felt unfairly targeted while shopping? Share your experience.,2,0,0,0,0,Very Negative,polarized
1917232481926816196,Tue Apr 29 15:00:18 +0000 2025,https://x.com/CinemondoPod/status/1917232481926816196,CinemondoPod,en,Ari Aster's Eddington: What Is It!?,109,1,0,1,0,Very Negative,polarized
1916992813935264134,Mon Apr 28 23:07:57 +0000 2025,https://x.com/LISAMDUBLIN/status/1916992813935264134,LISAMDUBLIN,en,Black Community Needs Allies: Achieving Real Change,8,0,0,0,0,Neutral,neutral
